  0.990000010       5.92672825E-03
  0.980000019       5.94675541E-03
  0.970000029       5.99277020E-03
  0.959999979       6.00546598E-03
  0.949999988       6.00165129E-03
  0.939999998       5.99163771E-03
  0.930000007       6.03020191E-03
  0.920000017       6.05165958E-03
  0.910000026       6.02585077E-03
  0.899999976       6.03669882E-03
  0.889999986       6.08497858E-03
  0.879999995       6.15388155E-03
  0.870000005       6.14535809E-03
  0.860000014       6.17027283E-03
  0.850000024       6.14249706E-03
  0.840000033       6.20406866E-03
  0.829999983       6.33311272E-03
  0.819999993       6.41357899E-03
  0.810000002       6.36911392E-03
  0.800000012       6.51919842E-03
  0.790000021       6.57546520E-03
  0.779999971       6.54113293E-03
  0.769999981       6.70677423E-03
  0.759999990       6.77865744E-03
  0.750000000       6.75344467E-03
  0.740000010       7.04902411E-03
  0.730000019       7.28130341E-03
  0.720000029       7.38185644E-03
  0.710000038       7.55280256E-03
  0.700000048       7.74055719E-03
  0.689999998       7.94941187E-03
  0.680000007       8.31586123E-03
  0.670000017       8.62908363E-03
  0.659999967       8.77094269E-03
  0.649999976       9.03451443E-03
  0.639999986       9.24897194E-03
  0.629999995       9.92983580E-03
  0.620000005       1.10664368E-02
  0.610000014       1.18323565E-02
  0.600000024       1.26783252E-02
  0.590000033       1.36972666E-02
  0.580000043       1.43551230E-02
  0.570000052       1.56968236E-02
  0.560000002       1.73888803E-02
  0.550000012       1.87692642E-02
  0.540000021       2.04939842E-02
  0.529999971       2.28444934E-02
  0.519999981       2.55223513E-02
  0.509999990       2.79330611E-02
  0.500000000       3.13334465E-02
  0.490000010       3.54115963E-02
  0.480000019       4.06084657E-02
  0.470000029       4.54484820E-02
  0.460000038       5.20572066E-02
  0.449999988       5.99821210E-02
  0.439999998       7.15713501E-02
  0.430000007       8.57787132E-02
  0.420000017      0.100975990    
  0.410000026      0.120591104    
  0.400000036      0.147004128    
  0.389999986      0.183497250    
  0.379999995      0.234163582    
  0.370000005      0.296669424    
  0.360000014      0.375728250    
  0.350000024      0.467932522    
  0.340000033      0.553157270    
  0.330000043      0.619157076    
  0.319999993      0.658890009    
  0.310000002      0.682214379    
  0.300000012      0.695500970    
  0.290000021      0.707780600    
  0.280000031      0.717569828    
  0.270000041      0.728320062    
  0.259999990      0.739264488    
  0.250000000      0.749814868    
  0.240000010      0.760145068    
  0.230000019      0.770009518    
  0.220000029      0.781090379    
  0.210000038      0.790213645    
  0.200000048      0.799267054    
  0.189999998      0.809790730    
  0.180000007      0.820312262    
  0.170000017      0.830840707    
  0.160000026      0.839994073    
  0.150000036      0.850633144    
  0.140000045      0.859992564    
  0.129999995      0.870751560    
  0.120000005      0.879516661    
  0.110000014      0.890549898    
  0.100000024      0.899961352    
   9.00000334E-02  0.909817755    
   8.00000429E-02  0.919608593    
   6.99999928E-02  0.931326389    
   6.00000024E-02  0.939393759    
   5.00000119E-02  0.949184000    
   4.00000215E-02  0.959829152    
   3.00000310E-02  0.970128536    
   2.00000405E-02  0.979923129    
   1.00000501E-02  0.990394294    
   0.00000000      0.999650538    
   0.00000000       1.00028121    
   1.00000501E-02  0.990638077    
   2.00000405E-02  0.979704797    
   3.00000310E-02  0.970247328    
   4.00000215E-02  0.960264504    
   5.00000119E-02  0.950950265    
   6.00000024E-02  0.941572309    
   6.99999928E-02  0.930704772    
   8.00000429E-02  0.920548201    
   9.00000334E-02  0.910716534    
  0.100000024      0.900781691    
  0.110000014      0.890723407    
  0.120000005      0.880971134    
  0.129999995      0.871144116    
  0.140000045      0.860890269    
  0.150000036      0.850765228    
  0.160000026      0.841086745    
  0.170000017      0.833061755    
  0.180000007      0.820482790    
  0.189999998      0.812447011    
  0.200000048      0.803068757    
  0.210000038      0.792683601    
  0.220000029      0.781672239    
  0.230000019      0.772056699    
  0.240000010      0.763059974    
  0.250000000      0.752686977    
  0.259999990      0.743852019    
  0.270000041      0.734039247    
  0.280000031      0.721767962    
  0.290000021      0.712973893    
  0.300000012      0.704520583    
  0.310000002      0.694777548    
  0.319999993      0.682891250    
  0.330000043      0.674550414    
  0.340000033      0.663931251    
  0.350000024      0.652050614    
  0.360000014      0.641406655    
  0.370000005      0.629579961    
  0.379999995      0.617707372    
  0.389999986      0.605640769    
  0.400000036      0.593185484    
  0.410000026      0.579683959    
  0.420000017      0.566049397    
  0.430000007      0.553456485    
  0.439999998      0.539674163    
  0.449999988      0.525961280    
  0.460000038      0.509949923    
  0.470000029      0.493598700    
  0.480000019      0.474504173    
  0.490000010      0.454687357    
  0.500000000      0.433563888    
  0.509999990      0.409690499    
  0.519999981      0.386478782    
  0.529999971      0.361090183    
  0.540000021      0.335308313    
  0.550000012      0.307049870    
  0.560000002      0.278524995    
  0.570000052      0.251211762    
  0.580000043      0.226315498    
  0.590000033      0.203934789    
