1 2.39583e-05
0.99 4.79167e-05
0.98 4.73958e-05
0.97 5.88542e-05
0.96 5.46875e-05
0.95 7.34375e-05
0.94 8.17708e-05
0.93 0.00010625
0.92 0.000124479
0.91 0.000128646
0.9 0.000168229
0.89 0.000172396
0.88 0.000185417
0.87 0.000202083
0.86 0.000219792
0.85 0.000348958
0.84 0.000389583
0.83 0.000404167
0.82 0.0004
0.81 0.00051875
0.8 0.000569792
0.79 0.00053125
0.78 0.000601042
0.77 0.000821875
0.76 0.000957292
0.75 0.00101719
0.74 0.00125625
0.73 0.0012526
0.72 0.00125833
0.71 0.00133698
0.7 0.00155208
0.69 0.00191146
0.68 0.00247656
0.67 0.00279323
0.66 0.00271823
0.65 0.00311198
0.64 0.00371823
0.63 0.00414792
0.62 0.0046375
0.61 0.00551146
0.6 0.00646094
0.59 0.00696302
0.58 0.00773906
0.57 0.00919792
0.56 0.0107958
0.55 0.0122318
0.54 0.0147646
0.53 0.0168198
0.52 0.0190552
0.51 0.0221891
0.5 0.0257823
0.49 0.0294146
0.48 0.0339276
0.47 0.0395406
0.46 0.0474979
0.45 0.0560776
0.44 0.0664141
0.43 0.0795339
0.42 0.0952349
0.41 0.11483
0.4 0.1435
0.39 0.180205
0.38 0.230922
0.37 0.295442
0.36 0.378342
0.35 0.470312
0.34 0.55543
0.33 0.619845
0.32 0.658833
0.31 0.682391
0.3 0.695817
0.29 0.707591
0.28 0.717037
0.27 0.728886
0.26 0.739069
0.25 0.75047
0.24 0.760173
0.23 0.770643
0.22 0.780217
0.21 0.790657
0.2 0.799606
0.19 0.809432
0.18 0.820476
0.17 0.829761
0.16 0.839856
0.15 0.850003
0.14 0.859677
0.13 0.870497
0.12 0.88008
0.11 0.889382
0.1 0.899837
0.09 0.909503
0.08 0.919628
0.07 0.930648
0.06 0.939431
0.05 0.950291
0.04 0.959651
0.03 0.970202
0.02 0.980649
0.01 0.990459
0 1.00024
0.01 0.990143
0.02 0.979597
0.03 0.970063
0.04 0.959181
0.05 0.950509
0.06 0.941163
0.07 0.93083
0.08 0.920412
0.09 0.911141
0.1 0.900925
0.11 0.890334
0.12 0.880998
0.13 0.871693
0.14 0.860744
0.15 0.851704
0.16 0.841625
0.17 0.831696
0.18 0.82277
0.19 0.812541
0.2 0.802936
0.21 0.793122
0.22 0.78272
0.23 0.773288
0.24 0.763907
0.25 0.75413
0.26 0.743599
0.27 0.73341
0.28 0.723237
0.29 0.714992
0.3 0.702887
0.31 0.692454
0.32 0.681791
0.33 0.672767
0.34 0.662762
0.35 0.651706
0.36 0.640714
0.37 0.627584
0.38 0.615878
0.39 0.604256
0.4 0.591805
0.41 0.579204
0.42 0.565161
0.43 0.550641
0.44 0.537097
0.45 0.521832
0.46 0.505028
0.47 0.486936
0.48 0.467509
0.49 0.449316
0.5 0.427305
0.51 0.403768
0.52 0.381033
0.53 0.35567
0.54 0.329909
0.55 0.302773
0.56 0.275827
0.57 0.250025
0.58 0.226941
0.59 0.204132
0.6 0.183666
0.61 0.16538
0.62 0.14956
0.63 0.135391
0.64 0.124016
0.65 0.113555
0.66 0.104841
0.67 0.0980828
0.68 0.0923453
0.69 0.0872635
0.7 0.0829875
0.71 0.0791646
0.72 0.0752792
0.73 0.0719724
0.74 0.0691854
0.75 0.0664646
0.76 0.0641214
0.77 0.0614036
0.78 0.0592745
0.79 0.0578542
0.8 0.0560172
0.81 0.05455
0.82 0.0527531
0.83 0.0515688
0.84 0.0499198
0.85 0.0485167
0.86 0.0470573
0.87 0.0455552
0.88 0.0443828
0.89 0.0433823
0.9 0.0422641
0.91 0.0413203
0.92 0.0406703
0.93 0.0397464
0.94 0.0389896
0.95 0.0380745
0.96 0.0372875
0.97 0.0368016
0.98 0.0362203
0.99 0.0356646
